"bout_id","mean_mahalanobis","median_mahalanobis","max_mahalanobis","mean_euclidean","median_euclidean"
0,9.93492261431087,8.88238740215811,16.121602274801,21.6336276858399,19.3833872075455
1,10.2212563464926,9.0839638796173,16.4613699597362,21.4958046965798,19.7185538426442
2,9.70302361828146,8.65249176171508,16.1026721606042,22.0941814634859,19.8970616482499
3,10.6303018537987,9.74962960936129,16.7754584050205,23.9340378865267,22.0071210967865
4,11.3576146119167,10.372064522787,16.8794857612266,24.4512461055,22.5770763110061
5,10.12679870314,9.04409957329726,16.4327742067475,22.5013867629611,20.6342807165478
6,11.4037767494317,10.3115012784871,17.2227969407131,25.1210893783335,22.8465450132977
7,10.5580044923126,9.56735359766262,16.6399131951634,23.2938319255467,20.8580839311725
8,9.94286055188643,8.91799409302828,16.3007270036778,21.3463854108766,19.1831968010973
9,9.24883237609014,8.12405631729883,15.8026186637104,19.9523068869435,17.7602287044504
10,11.6676908044978,10.7382707158131,17.3190060013085,21.806083591989,19.3234903520283
11,14.1790540992601,13.2477158201819,19.0349361192404,25.4256158629262,22.7252154734086
12,15.0039265610269,14.2889594494856,19.7616908144678,29.951468517024,28.225246008638
13,11.306619952152,10.3461912427587,17.128188102882,20.8731393829289,17.810467910506
14,9.50673924452499,8.37653829569489,15.9550638769182,20.7064796474994,18.3050186773076
15,17.5755519573153,16.7958204529091,21.8443145412163,41.1616273427307,39.3577572700132
16,10.0023050566432,9.01054050450439,16.2697234914158,21.7529341511153,19.0375627294646
17,10.5820575055691,9.52251845231823,16.4789307216273,22.6277554659343,20.3127506817817
18,10.272585936669,9.30281908724665,16.4014222410407,22.3276012261846,19.4691648330512
19,13.7700393979214,13.0090473399728,18.7891302709341,25.3139439953444,22.8936363782149
20,10.995759994793,9.95433458600022,17.1470558702366,26.1714074824785,24.522454641117
21,9.85538795440768,8.74452154984275,16.1988328536407,21.6720493741667,19.9265480943255
22,11.1303296585255,10.3640391481009,16.9766826793632,25.3737635732112,23.4064439732726
23,10.5888379606846,9.6962315058428,16.6689012822897,23.1747587627425,21.1499094708986
24,9.73191180992651,8.61202895383171,16.056433367195,20.8984615304571,18.4249367320319
25,12.6641905856002,11.6965036091095,18.1853856761637,25.5044273064813,23.2527524696033
26,9.67169540452014,8.49574974550097,16.0265490747686,20.2272843763406,17.4035824608258
27,11.0143509577701,9.95995122378776,16.8463764306715,23.5686872316239,21.2995203619509
28,10.5249580347698,9.60646159333188,16.6649411216263,21.5264669045442,19.2919994803885
29,11.295810518428,10.3109891496838,17.276374015745,23.3081480171683,20.3316674346711
30,10.3951442557062,9.22653060265504,16.6126910071006,22.7804254625846,20.0480337236225
31,11.1543101950348,10.0521923290539,17.0886877157768,21.8320169141158,18.8180237950755
32,12.2127307748676,11.2303908036548,17.7634854251916,25.0631166329724,22.1550392325458
33,10.132564325595,9.08517141731803,16.3993009981765,19.9897143818792,17.1718726303198
34,10.8422226263725,9.90753425359038,16.8519925184332,23.4405210452305,21.006929989895
35,14.5326747819941,13.7339882521124,19.1597089199304,26.4323548844102,24.3072066697864
36,11.3649860945043,10.3041380557236,17.146647168578,22.1291264014384,20.0219426535307
37,9.77360830451721,8.77630269415288,16.0931219924279,20.4064188965449,17.3955786366413
38,9.82264493276105,8.89365064069999,16.1019997483258,20.8464017630084,18.4231999649979
39,10.5383023197592,9.59590457640198,16.6130405967413,22.9147362182155,20.8874539650028
40,11.9921062622677,11.0384997103968,17.4357575821885,24.6001906115204,22.1932203203062
41,9.7991895081328,8.67690650926195,16.1777699282524,22.3219451562956,20.3509841756769
42,11.5510979115329,10.4682077939913,17.5918394499318,25.3083086652731,22.6281345472612
43,10.923564368486,9.97849738164393,17.0023946887512,21.8969607011457,20.1894648396857
44,11.8870007496566,10.8171233854075,17.5307626599648,23.3340005345923,20.6915211236905
45,10.074751534942,8.94527278430987,16.2443230245591,22.2637802105577,19.4854786780409
46,12.4011156417167,11.3596318792807,18.5941251505619,24.7578397444161,22.0194771179803
47,16.9863463273831,16.1544692330702,21.441894010033,34.022640543504,32.1422759464784
48,9.89866864364506,8.8049104409549,16.2119409862882,21.8157908051355,19.5352382312749
49,9.79486358713268,8.71489733624185,16.136991934006,22.127785223307,19.9634497060339
50,9.78314201991347,8.82263300041067,16.1008107909529,21.0191819795572,18.5194393631594
51,9.79461815261815,8.72459433504523,16.1454226824926,21.5817484190953,19.2838969006938
52,11.4539878185759,10.5078451622526,17.2188947035206,23.446060162318,20.8819858659222
53,11.8653713891836,10.7713938892283,17.4824498136712,25.1948006041076,22.718574075658
54,10.1403919106336,8.93049739209564,16.5064718891669,20.2061877516652,17.0921738863911
55,11.0059004969123,9.92996261492341,17.0592220589722,20.9526904366912,17.8963453433676
56,9.82791845652549,8.67981697861945,16.2372673374364,22.2915153322687,19.9214251543951
57,9.97307618568621,8.92305634651124,16.0278778874485,20.7742537108236,18.3465760327843
58,9.77420856771215,8.70007532681737,16.1794922510694,20.4370463511684,17.7457031950358
59,16.7919573791226,15.9305835028412,21.3718085747729,30.6531626377647,28.2618153949683
60,10.156989722237,9.07177427093141,16.5104646290261,20.203109451313,17.2392370773628
61,10.4290815342007,9.27984187150012,16.590621512729,21.6479287162176,19.2828762309001
62,16.2424217074365,15.4141801363284,21.0567648583114,39.3405515150314,37.5346268046345
63,15.9317903759003,15.1860184414646,20.7083292405209,31.8916519455012,29.9063580230964
64,17.5440938108142,16.7598869708279,21.687340822036,48.9564215381685,47.3709122829114
65,17.6141616150231,16.8269865974876,21.7288999195174,43.6927931153082,41.6889783908178
66,17.0399084464411,16.2257762502455,21.3402277970256,47.0970573233427,45.7176787936844
67,17.0538960612617,16.2093548114215,21.3142219868978,38.9380082490964,36.9894017408514
68,12.9441696282671,12.1023291382192,18.0890699473833,28.9894518730333,27.0176737976922
69,11.4111378035924,10.3247720760287,17.3745073759987,22.9889174219303,20.1924738136453
70,9.60189579848914,8.49524695415701,16.1590776423849,20.0800519899781,17.1311946093136
71,11.4667794021647,10.6836896842983,17.2010388218621,23.3683771794625,20.8256464437163
72,10.2878233202117,9.39042297714284,16.4764046694731,23.0314183585029,20.6094776979558
73,10.2774418831545,9.33753576004693,16.4877744093392,20.5675343789316,17.9992317565427
74,9.878823359733,8.93404405906414,16.1527444859051,21.0360727829168,18.547866541534
75,9.35966079515443,8.16877329151937,15.8942489650144,20.6432881409605,18.3856185194442
76,10.6592907440619,9.66501702661652,16.8558486741589,21.0802792248917,18.5196472854591
77,11.6767464376107,10.5818280089955,17.8036843150552,23.404689066094,20.5960048618864
78,12.6157843400508,11.6451720965649,18.2168098140086,25.3764000151139,22.7600560294387
79,10.1472053779292,9.10056758663937,16.3461601983825,20.5318321194904,17.7420499745385
80,17.5773375360377,16.7801572964931,21.8443145412163,41.8250053616489,40.1975146228686
81,13.0942072180782,12.2501324382013,18.2841057073036,25.6098011079597,23.8740752935275
82,10.0695897083775,8.96380137156374,16.2921490728101,20.4744952287242,17.6820995141742
83,10.9076205267819,9.8529997094342,16.9348564781028,22.9985648727432,20.5608300317844
84,10.1095915631445,9.01300300626869,16.3487091068076,20.1256031445623,16.7495756233269
85,9.32855991439331,8.21096811802535,15.971444286772,19.9817551860197,17.6041412087679
86,11.9159966001198,10.8422211945208,17.5543843190807,23.4480123875978,21.2138137386407
87,12.3821129259908,11.3958304511461,17.8994427888749,25.1437021152052,22.8421318856179
88,10.0329466536464,8.98145056575142,16.0972682584961,21.1816071638542,19.0746583596715
89,9.28801609218693,8.17028957352185,15.88489129322,22.1044642269929,20.0869145203846
90,10.1296763842138,9.094028870902,16.2809434340482,20.8752969396628,18.2881558406719
91,9.70782987942472,8.54057066939652,16.1874672513366,21.5193497489388,18.7275997857704
92,10.1379720939293,9.25125558660271,16.287835775275,21.412187430548,18.5808624791542
93,10.6561112072533,9.49920884369593,16.833040388713,22.8026234421309,19.8392136565938
94,10.789975925097,9.78360088947949,16.8235087954404,21.7572463510433,18.5138109051938
95,12.1790967410504,11.1783792316433,17.6933285025353,25.3984610449793,22.9986212649807
96,16.4144868515631,15.5380731574356,21.3368018408418,37.5949517538788,35.6619832044196
97,17.5430295733619,16.7590075800091,21.7675511134856,37.626731893378,35.6591199309772
98,16.703389712461,15.9624716863077,21.4113901358818,41.2317554637653,39.7924548508327
99,14.9005204187958,14.1067554828722,19.8934525151524,33.8353141533371,32.1286447896781
100,13.8520601980988,12.9821196348113,19.4780099097353,34.2129026346901,32.3689964544246
101,15.35729491838,14.5610353422292,20.391495202696,40.7302473360502,39.060905218475
102,15.8622742922598,14.979359095801,21.3368018408418,32.1534390194346,29.8242572175899
103,16.8399650584372,16.0167964588216,21.4557762797195,35.4402310913253,33.4420384362609
104,13.898618470792,12.9308452628399,19.6847662422985,27.0944659018909,24.3833006395104
105,10.0980921339062,9.03502612034911,16.2505621057109,21.8483290903783,19.8953309383518
106,10.5644461768561,9.45144056154798,16.7784765266828,22.0464759444212,19.2475737832863
107,10.6508217617167,9.62759684174017,16.7727124815395,23.466722340659,21.0973673609088
108,9.87897082014345,8.87884778280832,16.1140640988941,21.0684600006811,18.7534574267076
109,13.9452703349249,13.1778810392953,18.9628701951386,28.2963801703736,26.5828669955644
110,14.7671322175486,13.8871370174646,19.799741042594,29.2400631490275,26.469006629329
111,9.75709090975111,8.67113938679644,16.1702895357347,20.7285039834386,18.2659616989076
112,10.3066743656418,9.36326085202666,16.3780135927347,22.0044150941047,19.8578749064641
113,10.2060208308531,9.31732171105473,16.6246905023058,20.5618028017075,17.3963785600811
114,11.2358098794051,10.3936655723977,17.0012980228788,23.3928661782057,20.7051161041824
115,9.6040851540643,8.5249870180087,16.1966993139411,19.97727659172,17.3912139908096
116,12.3400016743894,11.4818011210304,17.7998694082098,23.9834768351197,21.4908226656018
117,11.0688194821771,10.047081690502,16.9419045276302,23.448792440255,20.8616230081765
118,13.5389689313023,12.599637937603,19.8258458706208,25.9346729114631,23.4651567916284
119,9.83302611912912,8.8066340974633,16.198014314764,21.3386207625307,18.9277179563812
120,9.90688906802359,8.87060495908771,16.3126051311232,20.5908536806661,17.7362429766231
121,9.97423066431432,9.0753856791119,16.3416515757873,20.4765684059495,17.9161821822211
122,10.4725520551106,9.66230577569615,16.4979142812858,22.1737300808142,19.6729093594881
123,10.0720427585917,8.97890138506377,16.2042126095313,19.9295615709627,17.7745699249063
124,11.358596212474,10.1386424204849,17.2226821581969,23.9307682296969,21.1730897098689
125,10.4958300746314,9.48398220224296,16.5273955513326,22.194661165376,19.4175220755984
126,9.84443843405713,8.91032227393164,16.2309432992962,21.808471696516,19.5097320493682
127,12.1158524872291,11.0115394710689,17.6812976401133,24.6156801485373,22.2018477455523
128,13.1246553623657,12.2947936580612,18.4067804863659,28.676509420763,26.7473610569132
129,10.2476700751221,9.23686258703222,16.4598913513124,21.2712191288999,18.9624909282564
130,10.2825777195996,9.27768257583396,16.6053768556537,22.469256804376,20.2724192832605
131,13.4026462007982,12.5721586352554,18.3093769194886,29.1904985959407,27.3602745139157
132,12.0270590676885,11.0897603596912,17.5896920143696,25.2644098198619,22.7638762655853
133,14.4391101347269,13.5121888080474,19.3843476865107,26.0555530273188,23.6951199945946
134,10.2971680579758,9.1525112592296,16.5827488024986,21.2038621038878,18.4450736459585
135,14.2736737178259,13.3943475532768,19.4723678682959,25.6517529586064,23.0940752500627
136,10.5629817855716,9.60511549863492,16.4792868990364,21.6364940282924,19.6920473939699
137,12.9528024689516,12.0690226049127,18.1464215402316,24.7734246645529,22.5112601658073
138,10.8994405593654,9.82907147122087,17.0668141536205,20.6822640572368,17.9120647930378
139,9.78625259365589,8.61687855120306,16.2180105269478,21.419087448696,19.3949937170179
140,14.4534692059665,13.5994374622512,19.3457070592277,32.8345558894183,31.4172484595736
141,9.79345350734397,8.86371921584736,16.1286293022828,24.5964478584535,22.7389807765391
142,9.7117673924133,8.77955370881299,16.1400118427813,22.454384469153,20.5532549448023
143,10.6460061455261,9.74476089603041,16.737086226732,21.7005131597914,19.4188298047322
144,10.2254347273601,9.28165374365213,16.533206251623,23.2967792151719,21.4398390889432
145,9.73607803287856,8.54468574987137,16.1511819609131,20.7389023748306,18.4897109962689
146,13.2850672363263,12.3052304150991,18.3183847765417,26.3197600916994,23.7631797864466
147,14.2026675138038,13.4097249068743,18.9481117283452,29.2765488537536,27.402872453252
148,10.4300232327598,9.36827042197317,16.552177969284,21.5585209240075,19.1938677142789
149,17.4584509850813,16.6973309243425,21.9942442571473,58.8400407548613,57.3281787642054
150,16.1854855464258,15.3171392306337,20.9994124663926,29.1941231296631,26.7853976506871
151,16.1648462913249,15.2655986281895,20.7931698953157,37.731491068201,35.8772825632788
152,17.4775534841555,16.7004368372055,21.9942442571473,54.6458100443777,53.1255331223727
153,17.2272866757249,16.4223275383356,21.489192179333,41.3919535387325,39.4500212589954
154,17.2918470259935,16.5319501231273,21.4413094620508,44.5708989302069,43.0640228178724
155,17.2255901951983,16.4013492268697,21.6463171995632,39.2421889559707,37.3511397014949
156,16.5067041478233,15.7190770130321,21.0920820051467,35.2946768340161,33.30174936041
157,15.9422592262601,15.1002319078237,20.7705551511732,29.2174955117814,27.1678530799309
158,16.3368213766591,15.5098388380666,21.1196101287309,34.5305475881102,32.6449548500826
159,16.8398860399593,15.9688934922889,21.1938430000105,54.1965442923005,52.6010078863813
160,16.2690500588724,15.4918326549707,20.9520142367402,30.9356566059189,28.546922940773
161,13.4640842933931,12.5847952353149,19.1187650667583,26.2784585944531,24.0033264541852
162,15.9552079188286,15.0925947385123,20.7867076383198,46.5054022968525,44.9645032124167
163,17.4274375214195,16.6312306670818,21.5505915868976,46.4607893990973,44.7404629086297
164,16.9025447608126,16.1087657145285,21.5130696293732,35.9703197989456,33.9704142406716
165,17.627521004026,16.7880780611557,21.7253737659987,42.8681060350554,40.8839354184484
166,12.4620073757579,11.6342588555455,17.8188663239572,24.0179230223032,21.8829825087237
167,11.208776156283,10.1461308886086,17.1214422528786,21.7596264356318,19.1530931845068
168,10.8021454184513,9.84275288384286,16.6097679241332,21.8194253586429,19.6050474323826
169,13.2578158786236,12.5175594670177,18.4666747110447,28.2074185029382,26.3859825295364
170,9.74715490729197,8.64485659310218,16.1437317381796,24.4074860019609,22.2937214704964
171,10.8866898969305,9.86504634992376,16.9647344216322,22.983020917348,20.2655322786264
172,14.3174623672706,13.4331204841024,19.1694106162239,28.066722840165,26.0758922249318
173,10.4537978473041,9.37153545299038,16.5962567881536,21.8768712160894,19.7465603712555
174,10.0661997612574,9.08031057644932,16.5457220791487,21.1042433828285,18.9004086267672
175,12.3009098602122,11.4085436499112,17.7764034446042,24.0476556158323,21.1800923243165
176,10.0520650585484,8.9633660786131,16.3709114842466,20.2921960367004,18.0033592742632
177,9.94629706785427,8.86396070014835,16.4002355366623,21.8038414744433,18.8679869379118
178,10.2289594187804,9.27414002110558,16.550705429475,22.2081801936014,19.9396034398123
179,17.2490601325481,16.4282006670417,21.4124314319884,42.1526052074214,40.626056275922
180,11.3915895949959,10.2996256336712,17.3687298343338,24.9599968467477,22.2970828227479
181,9.60433169492302,8.53997342659348,16.1382634399835,20.4842512928062,18.0979531604626
182,12.3606906381349,11.3732182696057,18.0075260717237,23.5419788752659,20.916790742395
183,13.550551612036,12.6412112477689,18.8023919710954,26.1219112188518,23.5274087552151
184,12.9304912387857,11.9987105445985,18.3339465795452,25.5142802673729,22.8692553023766
185,11.1179922482255,10.2115761419554,17.3277833228425,21.4131578002403,17.9951116599918
186,10.8497685105019,9.82275887307646,16.8610819991304,24.4723314922865,21.892534750023
187,10.5900337901601,9.5792466368983,16.7431465720065,22.2984317621887,19.4623712461106
188,11.8738024027433,10.9025648279782,17.4248196175113,23.7009023648221,21.1019082492621
189,10.4094778211524,9.36212692673243,16.7022861526545,21.1583292731794,18.2946381315414
190,9.85213741426033,8.91643910407207,16.3308397664822,20.5104634465282,18.1144876777701
191,9.92476156869916,8.80029722753021,16.3097482535663,20.0296778435095,17.0361533331933
192,17.1658002448313,16.3931392874857,21.3147654101599,35.44492930584,33.5049413069437
193,13.7835271426909,12.9675239580635,18.8270869923227,27.0507755148353,24.4310327187926
194,9.95178027283458,8.94367076686916,16.2850409212255,21.4705663917809,18.7209338685168
195,9.71506532072987,8.63598988027723,15.966961703461,21.3171640225691,18.5246680947527
196,11.3450829093519,10.2897270891211,17.2203846013211,24.5813461231589,21.8396675139491
197,16.933483375869,16.1419084385231,21.1227131372399,32.578855998051,30.1700273050516
198,11.3045155880166,10.2569807692555,17.1174789520479,23.4401561392521,20.8491151476028
199,9.41452105558379,8.35207870132483,16.0131109043821,20.5958556639989,17.6459686393208
200,16.452559835331,15.6525859894408,21.1936429246484,35.3236669488289,33.5323765483192
201,15.264561047431,14.4039571025022,20.4811879823112,30.6945827433209,28.3707165281086
202,16.1018015635888,15.2893618724766,20.6219042242561,45.7224076768707,44.1444551709124
203,14.5858298190685,13.7457798801437,19.2970645788444,25.7113145689033,23.0577801126142
204,14.6321607016578,13.8600288170535,19.4406064715227,27.6932447596573,25.4548985896325
205,13.4726781714454,12.552221116226,18.6025228827835,29.367742524138,27.6038269709345
206,16.4128184595119,15.659117276752,21.0364655826437,40.0486478994208,38.2934759737043
207,14.2486050320398,13.3072290453305,19.7788858892643,26.7412469326228,24.1142971877275
208,11.6366098390855,10.8705764558152,17.2520601783332,21.2290035628651,18.2241455641138
209,10.5764420815446,9.52904398497552,16.5817523129786,22.1771880197224,19.9532365528665
210,10.3177612579281,9.28231712203238,16.5285341810311,23.9078778983295,22.2270249385493
211,10.4120167496292,9.5837817175533,16.5318644097127,21.7421934096058,19.4805502403789
212,14.262679941274,13.4027908451293,19.2329300304789,28.8771492573487,27.045449523114
213,10.4191172629767,9.30260013957643,16.5570630771653,21.7927580704796,19.4279350487984
214,11.2011064432981,10.1771019318827,17.0436218725524,22.8853444032464,21.2348045812865
215,10.7946025865459,9.73036780513443,16.8251333877789,23.6637060918815,21.6700828559775
216,10.9464557818663,10.0787597913491,16.865537296693,21.9803584393148,19.8792844109613
217,10.4624669841629,9.54337988502598,16.6395577528327,20.9483403698179,18.6539451749115
218,16.4381263870913,15.6173020710121,21.0701466285547,34.0706832506614,32.1526495271757
219,17.074335904103,16.2879509463129,21.4097073543933,42.6915227915482,40.79397681424
220,16.5271402646068,15.7190484351296,21.0287790634597,37.6327165930948,35.5862451242275
221,9.77962816925572,8.72581803080929,16.1787845081067,20.108414728201,17.1983112139706
222,10.9866240552582,9.94873430169931,16.8515010609197,28.9570710770035,27.5277167300526
223,10.0300526778472,9.05941989384079,16.3719103343252,21.4352315775116,18.5814356532475
224,12.23475145086,11.3596791126232,17.8965642337296,27.0907006946048,25.1603379061167
225,11.5783564483007,10.6072787049193,17.3636114924605,23.6781992434385,21.2695933312865
226,9.95988160341943,8.92297360376815,16.3975611892897,20.3881210199915,17.7284691516581
227,9.83470390400342,8.83516577684791,16.2527361629708,21.7699980674571,19.2130837800568
228,11.9536949077644,10.941833186337,17.596206062177,24.8143383644625,22.2982389884196
229,11.8868231030568,10.9256324600591,17.3725090634799,28.4791594108002,27.199065615327
230,11.196710517308,10.1558619678005,17.002014542545,22.268701106717,19.5313997107634
231,10.9489290897759,10.0092129396193,16.8985063679086,22.4821913242316,19.94612809818
232,10.9356208629637,9.98464804022692,16.9265721402563,21.0846573313943,18.663084666529
233,10.4518733464869,9.52222611808739,16.6023967896427,22.1873984678686,19.9563142073428
234,10.7458856671875,9.82582602463722,16.7737607697521,21.9576746947819,19.5264080932596
235,11.2100471628815,10.2590042572613,16.9364153148566,26.5714340826007,24.9189662953969
236,10.8641620381168,9.91119800834482,16.6764162015658,24.7538498496511,23.0345271105939
237,9.90205095583194,8.90349992049743,16.155947585507,21.2893927590162,18.7874277187973
238,12.3091751936765,11.4169925245488,17.6209223383342,24.2007775140318,21.3826910809861
239,9.92038229617011,8.98352392735266,16.2933794743276,19.8323169019427,16.8596555514297
240,15.7187462509356,14.8605858701367,20.4437198731133,30.7295743796482,28.5293141052439
241,10.0796982257024,9.12953224664797,16.3331075120325,20.4110889981386,17.4939969997376
242,10.7034589412892,9.65668267360693,16.8521223874861,22.9875168346361,20.1403989614294
